Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2546","Beans","2016","2016","t","199715.36","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2546","Beans","2017","2017","t","200771.15","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2546","Beans","2018","2018","t","201449.32","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2546","Beans","2019","2019","t","130267.72","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2546","Beans","2020","2020","t","258198.94","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2546","Beans","2021","2021","t","164315.41","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2010","2010","t","14720","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2011","2011","t","14696","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2012","2012","t","14848","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2013","2013","t","14560","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2014","2014","t","14637.89","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2015","2015","t","14707.75","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2016","2016","t","14793.73","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2017","2017","t","14871.94","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2018","2018","t","14922.17","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2019","2019","t","9649.46","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2020","2020","t","19125.85","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2546","Beans","2021","2021","t","12171.51","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2010","2010","kg","0.45","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2011","2011","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2012","2012","kg","0.58","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2013","2013","kg","1.2","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2014","2014","kg","0.59","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2015","2015","kg","0.59","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2016","2016","kg","0.59","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2017","2017","kg","0.59","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2018","2018","kg","0.59","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2019","2019","kg","0.84","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2020","2020","kg","0.59","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2021","2021","kg","0.29","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2010","2010","kcal/cap/d","3.99","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2011","2011","kcal/cap/d","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2012","2012","kcal/cap/d","5.11","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2013","2013","kcal/cap/d","10.6","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2014","2014","kcal/cap/d","5.26","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2015","2015","kcal/cap/d","5.24","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2016","2016","kcal/cap/d","5.23","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2017","2017","kcal/cap/d","5.22","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2018","2018","kcal/cap/d","5.2","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2019","2019","kcal/cap/d","7.47","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2020","2020","kcal/cap/d","5.21","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2547","Peas","2021","2021","kcal/cap/d","2.53","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2010","2010","million Kcal","452694.19","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2011","2011","million Kcal","5568.52","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2012","2012","million Kcal","591025.4","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2013","2013","million Kcal","1235949.81","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2014","2014","million Kcal","618157.46","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2015","2015","million Kcal","621107.53","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2016","2016","million Kcal","624738.65","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2017","2017","million Kcal","628041.2","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2018","2018","million Kcal","630163.31","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2019","2019","million Kcal","911012.44","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2020","2020","million Kcal","638441.89","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2547","Peas","2021","2021","million Kcal","310645.09","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2010","2010","g/cap/d","0.27","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2011","2011","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2012","2012","g/cap/d","0.35","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2013","2013","g/cap/d","0.73","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2014","2014","g/cap/d","0.36","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2015","2015","g/cap/d","0.36","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2016","2016","g/cap/d","0.36","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2017","2017","g/cap/d","0.36","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2018","2018","g/cap/d","0.36","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2019","2019","g/cap/d","0.51","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2020","2020","g/cap/d","0.36","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2547","Peas","2021","2021","g/cap/d","0.17","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2010","2010","t","31113.97","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2011","2011","t","382.73","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2012","2012","t","40621.56","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2013","2013","t","84947.63","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2014","2014","t","42486.36","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2015","2015","t","42689.12","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2016","2016","t","42938.69","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2017","2017","t","43165.68","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2018","2018","t","43311.53","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2019","2019","t","62614.48","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2020","2020","t","43880.53","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2547","Peas","2021","2021","t","21350.84","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2010","2010","t","2522.75","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2011","2011","t","31.03","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2012","2012","t","3293.64","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2013","2013","t","6887.65","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2014","2014","t","3444.84","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2015","2015","t","3461.28","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2016","2016","t","3481.52","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2017","2017","t","3499.92","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2018","2018","t","3511.75","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2019","2019","t","5076.85","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2020","2020","t","3557.88","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2547","Peas","2021","2021","t","1731.15","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2010","2010","kg","0.65","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2011","2011","kg","0.26","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2012","2012","kg","0.32","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2013","2013","kg","0.18","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2014","2014","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2015","2015","kg","0.11","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2016","2016","kg","0.25","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2017","2017","kg","0.28","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2018","2018","kg","0.25","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2019","2019","kg","0.82","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2020","2020","kg","0.83","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2021","2021","kg","0.7","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2010","2010","kcal/cap/d","5.86","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2011","2011","kcal/cap/d","2.37","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2012","2012","kcal/cap/d","2.93","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2013","2013","kcal/cap/d","1.67","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2014","2014","kcal/cap/d","0.39","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2015","2015","kcal/cap/d","1.01","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2016","2016","kcal/cap/d","2.22","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2017","2017","kcal/cap/d","2.51","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2018","2018","kcal/cap/d","2.27","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2019","2019","kcal/cap/d","8.04","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2020","2020","kcal/cap/d","8.02","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2549","Pulses, Other and products","2021","2021","kcal/cap/d","6.81","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2010","2010","million Kcal","665876.28","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2011","2011","million Kcal","271544.17","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2012","2012","million Kcal","338893.18","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2013","2013","million Kcal","194991.14","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2014","2014","million Kcal","45649.7","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2015","2015","million Kcal","120217.98","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2016","2016","million Kcal","265293.16","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2017","2017","million Kcal","301924.36","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2018","2018","million Kcal","274778.46","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2019","2019","million Kcal","980904.99","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2020","2020","million Kcal","983458.93","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2549","Pulses, Other and products","2021","2021","million Kcal","837435.34","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2010","2010","g/cap/d","0.45","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2011","2011","g/cap/d","0.18","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2012","2012","g/cap/d","0.22","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2013","2013","g/cap/d","0.12","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2014","2014","g/cap/d","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2015","2015","g/cap/d","0.07","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2016","2016","g/cap/d","0.17","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2017","2017","g/cap/d","0.19","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2018","2018","g/cap/d","0.17","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2019","2019","g/cap/d","0.5","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2020","2020","g/cap/d","0.5","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2021","2021","g/cap/d","0.42","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2010","2010","t","50808.36","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2011","2011","t","20487.32","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2012","2012","t","25490.94","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2013","2013","t","14328.27","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2014","2014","t","2799.72","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2015","2015","t","8580.3","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2016","2016","t","20004.61","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2017","2017","t","22825.09","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2018","2018","t","20783.35","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2019","2019","t","60636.34","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2020","2020","t","61592.15","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","671","Protein supply quantity (t)","S2549","Pulses, Other and products","2021","2021","t","51405.31","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2010","2010","t","2730.15","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2011","2011","t","1251.7","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2012","2012","t","1622.92","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2013","2013","t","1136.67","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2014","2014","t","579.17","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2015","2015","t","1228.23","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2016","2016","t","1232.81","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2017","2017","t","1367.72","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2018","2018","t","1354.2","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2019","2019","t","12459.23","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2020","2020","t","12014.31","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","681","Fat supply quantity (t)","S2549","Pulses, Other and products","2021","2021","t","10856.38","I","Imputed value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2010","2010","kg","8.08","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2011","2011","kg","8.05","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2012","2012","kg","7.69","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2013","2013","kg","8.85","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2014","2014","kg","2.96","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2015","2015","kg","3.07","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2016","2016","kg","3.19","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2017","2017","kg","3.29","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2018","2018","kg","3.48","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2019","2019","kg","3.68","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2020","2020","kg","12.21","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","645","Food supply quantity (kg/capita/yr)","S2912","Treenuts","2021","2021","kg","4.35","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2010","2010","kcal/cap/d","30","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2011","2011","kcal/cap/d","37","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2012","2012","kcal/cap/d","32","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2013","2013","kcal/cap/d","35","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2014","2014","kcal/cap/d","33","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2015","2015","kcal/cap/d","36","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2016","2016","kcal/cap/d","36","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2017","2017","kcal/cap/d","37","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2018","2018","kcal/cap/d","39","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2019","2019","kcal/cap/d","42","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2020","2020","kcal/cap/d","58","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","664","Food supply (kcal/capita/day)","S2912","Treenuts","2021","2021","kcal/cap/d","49","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2912","Treenuts","2010","2010","million Kcal","3427573.64","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2912","Treenuts","2011","2011","million Kcal","4266584.25","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","661","Food supply (kcal)","S2912","Treenuts","2012","2012","million Kcal","3656508.14","E","Estimated value"
